age,job,marital,education,default,balance,housing,loan,contact,duration
45,entrepreneur,married,secondary,no,68,yes,no,unknown,254
37,technician,single,secondary,no,-242,yes,no,cellular,1149
35,management,divorced,tertiary,no,321,yes,no,unknown,189
43,services,single,secondary,no,3403,yes,no,cellular,707
28,boogieman,married,secondary,no,8,yes,no,cellular,196
32,boogieman,divorced,secondary,no,739,yes,no,unknown,171
26,unemployed,single,secondary,no,622,no,no,cellular,1451
35,services,married,secondary,no,152,yes,no,unknown,563
35,technician,single,secondary,no,2,no,no,cellular,239
39,boogieman,married,secondary,no,1439,yes,no,telephone,73
42,boogieman,divorced,secondary,no,1491,yes,no,cellular,203
32,technician,single,secondary,no,6402,yes,no,cellular,158
30,unemployed,married,secondary,no,1210,no,no,cellular,100
26,management,single,tertiary,no,122,no,yes,cellular,160
30,student,single,secondary,no,0,yes,no,cellular,661
32,management,married,tertiary,no,62,yes,no,cellular,166
47,services,married,secondary,no,3333,yes,yes,cellular,114
33,technician,married,tertiary,no,16992,yes,no,unknown,58
57,boogieman,married,primary,no,23,yes,no,telephone,25
35,admin.,married,secondary,no,0,yes,no,cellular,121
53,technician,married,tertiary,no,6072,no,yes,unknown,226
24,retired,single,secondary,no,366,no,yes,unknown,234
54,management,divorced,tertiary,no,0,no,yes,cellular,88
31,management,married,tertiary,no,1343,yes,yes,unknown,85
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,134
44,unknown,married,secondary,no,2319,no,no,cellular,251
35,services,single,secondary,no,35,yes,no,cellular,152
30,management,married,tertiary,no,877,no,no,cellular,202
43,boogieman,single,primary,no,30,yes,no,unknown,379
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,123
60,retired,married,secondary,no,89,no,no,cellular,156
43,self-employed,married,secondary,no,104,no,no,unknown,332
31,management,married,tertiary,no,1750,yes,no,telephone,90
56,management,married,primary,no,772,yes,no,telephone,291
42,technician,married,secondary,no,1048,yes,no,telephone,23
52,entrepreneur,married,primary,no,592,no,no,cellular,122
40,technician,married,secondary,no,0,yes,yes,cellular,105
36,services,married,secondary,no,3064,yes,no,telephone,1143
40,services,married,primary,no,33,no,no,unknown,70
46,boogieman,married,secondary,no,0,yes,no,cellular,264
32,admin.,single,secondary,no,1649,no,no,cellular,204
31,housemaid,single,tertiary,no,287,yes,no,cellular,182
41,technician,divorced,secondary,no,0,yes,no,cellular,386
58,housemaid,married,primary,no,419,no,yes,unknown,295
36,services,married,secondary,no,257,yes,no,cellular,86
52,technician,married,secondary,no,118,no,no,cellular,16
42,management,married,tertiary,no,251,no,no,cellular,413
32,management,single,tertiary,no,1731,yes,yes,unknown,323
62,management,married,tertiary,no,0,no,no,cellular,78
31,technician,single,tertiary,no,23,no,no,cellular,121
41,boogieman,single,secondary,yes,-386,no,yes,cellular,477
34,self-employed,married,tertiary,no,5498,no,no,cellular,265
44,management,single,tertiary,no,5063,no,no,cellular,418
42,boogieman,married,primary,no,7041,yes,no,cellular,386
37,entrepreneur,single,secondary,no,654,no,no,unknown,594
47,management,married,tertiary,no,1890,no,no,cellular,161
32,unemployed,married,secondary,no,2400,yes,yes,cellular,450
46,boogieman,married,secondary,no,519,yes,no,cellular,217
39,technician,single,tertiary,no,1190,no,no,cellular,136
28,services,single,secondary,no,229,yes,no,unknown,322
26,student,single,secondary,no,203,no,no,cellular,104
52,technician,married,secondary,no,1818,no,yes,cellular,189
42,unemployed,married,secondary,no,1289,no,no,cellular,250
33,technician,divorced,tertiary,no,39,no,no,cellular,123
73,retired,married,primary,no,796,no,no,cellular,427
35,admin.,single,secondary,no,57,no,yes,cellular,632
40,management,married,tertiary,no,1548,yes,no,cellular,101
51,technician,married,secondary,no,117,no,no,cellular,467
37,admin.,single,secondary,no,0,yes,no,cellular,640
39,management,married,tertiary,no,691,yes,yes,cellular,517
28,boogieman,married,secondary,no,64,yes,no,unknown,160
49,technician,divorced,tertiary,no,0,yes,no,cellular,177
36,admin.,married,secondary,no,957,yes,no,unknown,206
45,technician,married,secondary,no,118,yes,no,unknown,208
29,technician,single,tertiary,no,218,yes,no,cellular,169
35,management,married,secondary,no,724,yes,no,cellular,287
35,housemaid,married,tertiary,no,20,yes,yes,cellular,505
30,boogieman,married,secondary,no,-28,yes,no,cellular,284
46,boogieman,married,primary,no,665,no,no,cellular,89
25,student,single,tertiary,no,5,no,no,cellular,138
36,management,married,tertiary,no,925,no,no,cellular,321
42,boogieman,married,primary,no,2519,yes,no,unknown,262
57,admin.,married,secondary,no,3927,no,no,cellular,61
42,management,divorced,tertiary,no,401,yes,no,cellular,217
29,management,married,tertiary,no,581,yes,yes,cellular,192
7,technician,married,tertiary,no,1327,no,no,cellular,174
31,unemployed,married,secondary,no,3242,no,no,unknown,292
59,technician,married,primary,no,3163,yes,no,unknown,240
50,unemployed,divorced,secondary,no,32,no,no,cellular,282
47,admin.,married,secondary,no,310,yes,yes,telephone,128
46,housemaid,married,primary,no,0,no,no,telephone,161
26,boogieman,single,primary,no,155,yes,no,cellular,291
31,services,single,secondary,no,11386,yes,no,cellular,356
30,services,married,tertiary,no,1380,yes,no,unknown,294
47,boogieman,single,unknown,no,2443,no,no,unknown,422
23,technician,single,tertiary,no,1129,yes,no,unknown,806
44,unemployed,single,primary,no,4232,no,no,unknown,227
42,self-employed,married,secondary,no,5564,no,no,cellular,560
32,services,single,secondary,no,-402,yes,no,cellular,135
28,admin.,single,secondary,no,1323,yes,no,unknown,361
57,retired,married,primary,no,1623,yes,yes,cellular,246
38,technician,married,tertiary,no,1042,yes,no,cellular,419
22,student,single,secondary,no,2488,no,no,cellular,449
54,admin.,married,secondary,no,865,yes,no,cellular,71
32,technician,married,tertiary,no,-1053,yes,no,cellular,357
32,management,married,tertiary,no,1667,yes,no,cellular,164
59,admin.,divorced,secondary,no,975,yes,no,unknown,263
45,technician,married,secondary,no,2571,no,no,unknown,146
53,unknown,married,primary,no,732,no,no,cellular,759
50,admin.,divorced,secondary,no,769,no,no,cellular,72
34,technician,married,secondary,no,-136,yes,yes,cellular,131
35,admin.,divorced,secondary,no,3636,no,yes,cellular,808
30,management,married,tertiary,no,931,no,no,cellular,1183
62,housemaid,married,secondary,no,565,no,no,cellular,123
40,boogieman,married,secondary,no,271,yes,no,unknown,483
26,self-employed,single,tertiary,no,1153,no,no,cellular,238
34,management,married,tertiary,no,-73,yes,no,cellular,90
50,unknown,married,unknown,no,558,no,no,cellular,464
31,unknown,divorced,tertiary,no,137,no,no,cellular,385
35,technician,married,secondary,no,700,yes,no,unknown,240
55,retired,married,primary,no,-966,no,yes,cellular,104
34,admin.,married,secondary,no,96,no,no,cellular,109
58,retired,married,primary,no,4007,no,no,cellular,598
50,management,single,tertiary,no,567,yes,no,unknown,274
31,technician,single,secondary,no,40,no,no,cellular,123
47,admin.,divorced,secondary,no,136,no,yes,cellular,70
38,self-employed,single,tertiary,no,917,yes,no,unknown,260
46,management,single,tertiary,no,593,yes,no,cellular,190
42,boogieman,married,primary,no,505,yes,no,unknown,521
34,boogieman,married,secondary,no,2542,yes,no,cellular,228
37,management,married,tertiary,no,5355,no,no,telephone,466
38,student,single,tertiary,no,807,no,no,cellular,74
59,retired,married,secondary,no,9976,yes,no,unknown,57
32,admin.,married,secondary,no,0,no,no,cellular,119
55,management,married,tertiary,no,540,no,no,cellular,124
35,boogieman,married,secondary,no,280,yes,yes,cellular,65
56,management,divorced,tertiary,no,-59,no,yes,cellular,127
27,admin.,married,secondary,yes,-517,yes,no,cellular,172
42,unemployed,single,secondary,no,2613,yes,no,cellular,174
42,student,married,unknown,no,-7,no,no,telephone,41
41,boogieman,married,primary,no,0,yes,no,unknown,232
53,retired,divorced,secondary,yes,-200,no,yes,unknown,161
67,retired,married,primary,no,2301,no,no,cellular,124
53,housemaid,married,primary,no,104,no,yes,unknown,701
33,boogieman,married,primary,no,191,yes,no,unknown,162
31,technician,single,unknown,no,694,yes,no,unknown,431
31,admin.,married,secondary,no,212,yes,no,cellular,191
30,management,married,tertiary,no,1882,yes,no,cellular,249
48,boogieman,married,unknown,no,131,yes,no,unknown,189
30,technician,single,secondary,no,175,no,no,cellular,167
43,technician,single,tertiary,yes,0,no,no,cellular,73
38,management,divorced,tertiary,no,4425,yes,no,unknown,162
46,unemployed,married,secondary,no,3533,yes,no,cellular,235
59,boogieman,divorced,secondary,no,3573,no,no,cellular,44
44,management,divorced,tertiary,no,476,yes,yes,unknown,127
35,boogieman,married,secondary,no,1257,yes,no,cellular,93
55,boogieman,married,unknown,no,23,no,no,cellular,143
39,management,single,tertiary,no,0,yes,no,cellular,81
36,services,single,secondary,no,398,yes,yes,unknown,77
33,boogieman,married,secondary,no,745,yes,no,unknown,115
48,management,single,tertiary,no,8106,no,no,unknown,125
33,management,single,tertiary,no,0,no,no,cellular,53
67,retired,married,unknown,no,696,no,no,telephone,77
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,45
57,management,married,tertiary,no,2416,no,no,cellular,74
31,housemaid,married,primary,no,25,no,no,cellular,169
30,student,single,tertiary,no,7513,no,no,cellular,269
56,entrepreneur,divorced,primary,no,29,no,no,cellular,52
26,boogieman,married,primary,no,5116,yes,no,cellular,246
44,management,married,secondary,no,-1746,yes,no,unknown,218
44,technician,divorced,secondary,no,14,no,no,cellular,167
31,management,married,tertiary,no,4148,yes,no,cellular,316
47,self-employed,married,unknown,no,14,yes,no,cellular,142
30,admin.,single,secondary,no,105,yes,no,cellular,75
37,management,married,tertiary,no,767,no,yes,cellular,204
56,admin.,divorced,primary,no,0,no,yes,cellular,542
43,management,single,secondary,no,-228,yes,yes,unknown,122
42,services,married,secondary,no,508,yes,no,unknown,70
60,management,married,secondary,no,725,yes,no,cellular,266
34,boogieman,married,unknown,no,41,yes,no,cellular,34
34,management,single,tertiary,no,184,no,no,cellular,203
41,management,married,tertiary,no,251,no,yes,unknown,85
38,management,divorced,secondary,no,-17,no,no,cellular,11
23,services,married,secondary,no,-19,yes,no,unknown,13
33,management,married,tertiary,no,1064,yes,no,cellular,562
36,boogieman,married,secondary,no,777,yes,no,cellular,185
49,unemployed,married,tertiary,no,377,no,no,cellular,158
34,admin.,divorced,secondary,no,479,yes,no,cellular,515
40,technician,divorced,secondary,no,-375,yes,no,cellular,60
72,retired,married,primary,no,796,no,no,cellular,173
43,technician,married,secondary,no,17,yes,no,unknown,353
44,boogieman,married,secondary,no,1071,yes,no,cellular,143
35,admin.,married,secondary,no,0,yes,no,cellular,18
46,admin.,divorced,secondary,no,7378,no,no,cellular,466
55,admin.,married,secondary,no,865,yes,no,cellular,85
50,technician,divorced,secondary,no,-701,yes,yes,cellular,148
23,boogieman,single,unknown,no,817,yes,no,cellular,123
34,student,married,unknown,no,1387,no,no,cellular,121
40,boogieman,married,secondary,no,0,yes,yes,unknown,245
61,retired,married,secondary,no,2917,no,no,cellular,215
53,technician,married,secondary,no,4541,yes,no,unknown,190
57,technician,married,secondary,no,0,no,no,unknown,44
28,boogieman,married,secondary,no,4287,no,no,cellular,171
25,admin.,married,secondary,no,242,yes,no,cellular,62
38,boogieman,married,secondary,no,171,yes,yes,unknown,172
27,services,single,secondary,no,259,yes,no,unknown,78
45,boogieman,married,secondary,no,827,yes,no,unknown,319
31,services,single,secondary,no,469,no,yes,cellular,111
39,boogieman,married,primary,no,2226,yes,no,unknown,158
42,technician,married,secondary,no,0,no,no,cellular,82
46,management,married,tertiary,no,477,yes,no,unknown,128
36,services,married,secondary,no,42,yes,no,unknown,102
30,management,single,tertiary,no,775,yes,no,unknown,124
32,boogieman,married,secondary,no,9,yes,no,cellular,334
52,technician,married,tertiary,no,2557,no,no,cellular,134
31,management,married,tertiary,no,2395,no,no,cellular,218
60,management,married,primary,no,4895,no,no,unknown,313
35,boogieman,single,secondary,no,376,yes,yes,unknown,207
38,management,married,tertiary,no,389,yes,no,unknown,262
46,management,divorced,tertiary,no,134,no,no,cellular,134
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,197
59,services,married,secondary,no,0,yes,no,cellular,214
34,management,married,tertiary,no,2892,yes,yes,cellular,1165
33,technician,divorced,secondary,no,0,yes,no,cellular,177
46,management,single,secondary,no,295,yes,no,unknown,141
48,admin.,married,secondary,no,292,yes,yes,cellular,164
31,services,single,secondary,no,85,no,no,cellular,151
32,technician,married,secondary,no,4,no,no,cellular,145
35,boogieman,divorced,primary,no,-587,yes,no,unknown,111
36,boogieman,single,primary,no,367,no,no,cellular,217
52,management,married,tertiary,no,-1224,yes,no,cellular,253
45,management,divorced,tertiary,no,959,no,no,unknown,74
34,management,married,tertiary,no,0,no,no,cellular,263
25,boogieman,married,primary,yes,-589,yes,no,unknown,233
26,management,single,tertiary,no,-8,no,no,cellular,402
57,management,married,unknown,no,0,no,no,cellular,585
48,management,married,primary,no,247,yes,yes,unknown,145
48,technician,married,unknown,no,5543,no,no,unknown,143
32,boogieman,married,primary,no,642,no,yes,cellular,524
58,retired,married,secondary,no,11,no,no,cellular,270
57,management,married,primary,no,-226,yes,no,unknown,272
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,187
33,boogieman,single,secondary,no,-320,no,no,cellular,268
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,183
36,admin.,married,secondary,no,725,yes,no,cellular,123
32,technician,single,tertiary,no,705,yes,no,cellular,20
45,boogieman,married,secondary,no,776,yes,no,cellular,232
35,unemployed,married,tertiary,no,816,yes,no,cellular,547
41,services,married,secondary,no,171,no,no,cellular,71
54,services,married,secondary,no,812,no,no,cellular,113
49,services,married,secondary,no,823,no,no,cellular,780
28,technician,single,secondary,no,1453,yes,no,cellular,246
24,boogieman,single,unknown,no,431,yes,no,unknown,108
30,admin.,single,secondary,no,1009,yes,no,cellular,253
32,self-employed,married,primary,no,286,yes,no,cellular,175
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,106
42,boogieman,married,primary,no,2111,yes,no,cellular,86
48,boogieman,married,primary,no,5366,yes,no,unknown,248
33,technician,married,secondary,no,181,yes,yes,telephone,265
31,boogieman,divorced,secondary,no,-452,yes,no,unknown,182
56,unemployed,divorced,primary,no,1770,no,no,cellular,916
58,retired,married,primary,no,0,no,no,cellular,506
37,admin.,single,secondary,no,-296,yes,no,cellular,81
59,management,married,primary,no,2358,yes,no,cellular,30
50,management,single,tertiary,no,1200,no,no,cellular,904
39,housemaid,single,primary,no,109,yes,no,unknown,699
30,technician,married,secondary,no,616,yes,no,cellular,19
47,services,divorced,secondary,no,4906,yes,no,unknown,389
44,self-employed,married,secondary,no,313,no,no,cellular,211
38,boogieman,married,primary,no,290,yes,no,cellular,283
50,management,married,tertiary,no,1240,no,no,cellular,474
27,admin.,single,tertiary,no,3672,yes,no,cellular,157
73,retired,married,secondary,no,19,no,no,cellular,509
46,boogieman,married,primary,no,143,yes,no,unknown,279
56,retired,divorced,secondary,no,212,no,yes,telephone,27
36,management,married,tertiary,no,9,no,no,cellular,386
33,boogieman,married,primary,no,3074,no,no,cellular,679
40,management,married,tertiary,no,1734,yes,no,unknown,169
52,management,married,tertiary,no,575,no,no,unknown,315
51,boogieman,married,secondary,no,397,yes,no,cellular,293
33,boogieman,married,secondary,no,640,yes,no,cellular,439
54,services,married,secondary,no,158,yes,no,unknown,198
44,management,married,secondary,no,2984,yes,no,unknown,770
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,340
45,boogieman,single,secondary,no,0,yes,no,cellular,1472
36,management,married,tertiary,no,1133,yes,no,cellular,293
42,technician,married,secondary,no,4945,yes,no,cellular,311
37,technician,married,secondary,no,712,yes,no,cellular,291
28,services,single,secondary,no,-427,yes,yes,unknown,965
56,admin.,married,secondary,no,2146,no,yes,unknown,594
59,admin.,married,secondary,no,92,yes,no,cellular,139
32,unemployed,married,secondary,no,10,yes,no,unknown,501
57,retired,married,primary,no,1238,yes,no,cellular,274
49,admin.,single,secondary,no,981,yes,no,telephone,10
56,entrepreneur,married,unknown,no,575,no,no,unknown,18
48,admin.,divorced,unknown,no,-70,no,no,cellular,243
27,student,single,tertiary,no,3733,yes,no,cellular,198
31,management,single,tertiary,no,574,yes,no,cellular,410
28,boogieman,single,secondary,no,43,no,no,unknown,190
36,management,married,tertiary,no,428,no,no,unknown,121
58,housemaid,married,primary,no,0,yes,no,telephone,148
46,admin.,married,secondary,no,0,yes,yes,cellular,239
32,management,single,tertiary,no,474,yes,no,cellular,90
39,services,married,secondary,no,-540,no,no,unknown,29
35,self-employed,married,tertiary,no,560,yes,no,cellular,58
31,management,married,tertiary,no,325,yes,no,cellular,1139
29,management,single,tertiary,no,437,no,no,cellular,504
48,boogieman,married,primary,no,574,no,no,cellular,348
60,retired,married,primary,no,0,no,no,telephone,130
74,retired,married,secondary,no,935,no,no,cellular,100
30,services,married,secondary,no,699,yes,no,unknown,544
52,admin.,single,primary,no,0,no,no,unknown,182
24,boogieman,married,secondary,no,-220,yes,no,cellular,90
29,services,married,secondary,no,11417,yes,no,unknown,272
33,housemaid,married,primary,no,212,yes,no,cellular,260
34,boogieman,married,secondary,no,67,yes,yes,unknown,672
45,admin.,divorced,secondary,no,0,no,no,cellular,264
31,boogieman,married,secondary,no,0,no,yes,telephone,275
45,technician,married,secondary,no,1673,no,no,cellular,76
27,services,married,secondary,no,-1202,yes,no,unknown,749
30,management,single,tertiary,no,4213,no,no,cellular,142
45,boogieman,married,primary,no,0,no,no,cellular,454
57,boogieman,married,secondary,no,1521,yes,yes,cellular,102
34,management,married,tertiary,no,1310,no,no,telephone,521
40,admin.,married,secondary,no,0,yes,yes,cellular,57
39,management,married,tertiary,no,399,no,no,cellular,504
46,technician,married,tertiary,no,405,no,no,cellular,138
55,management,divorced,tertiary,no,9756,yes,no,cellular,103
25,management,single,tertiary,no,2506,no,no,cellular,485
34,management,married,tertiary,no,697,no,no,cellular,166
37,boogieman,married,primary,no,403,yes,no,cellular,318
64,retired,divorced,tertiary,no,890,no,no,cellular,531
45,technician,divorced,secondary,no,809,yes,no,cellular,155
57,housemaid,married,secondary,no,158,yes,no,telephone,73
21,student,single,unknown,no,137,yes,no,unknown,198
58,housemaid,married,secondary,no,2705,no,no,telephone,137
41,boogieman,single,secondary,no,75,yes,no,unknown,479
41,management,married,unknown,no,2457,yes,no,unknown,285
58,management,married,tertiary,no,541,yes,no,cellular,98
33,management,married,tertiary,no,287,yes,no,cellular,199
32,management,married,tertiary,no,273,yes,yes,cellular,97
44,services,divorced,secondary,no,0,yes,no,unknown,389
47,unknown,married,unknown,no,677,no,no,cellular,384
41,self-employed,married,primary,no,340,no,no,unknown,37
54,technician,married,tertiary,no,98,no,no,cellular,420
47,technician,divorced,tertiary,no,477,yes,no,telephone,973
32,management,single,tertiary,no,2629,no,no,cellular,77
59,housemaid,married,tertiary,no,0,no,yes,cellular,376
29,technician,single,tertiary,no,2325,no,no,cellular,125
48,services,married,secondary,yes,-20,no,no,cellular,142
32,technician,single,secondary,no,230,yes,no,cellular,442
46,management,divorced,secondary,no,-852,no,yes,cellular,728
31,boogieman,single,primary,no,-280,no,no,unknown,281
53,boogieman,married,secondary,no,25,no,no,cellular,528
34,technician,single,tertiary,no,9851,yes,no,cellular,128
48,services,single,unknown,no,5095,yes,no,unknown,71
32,technician,married,secondary,no,687,no,no,cellular,161
31,management,married,secondary,no,1368,yes,no,cellular,129
27,boogieman,single,primary,no,-179,yes,no,cellular,54
60,admin.,married,secondary,no,-396,yes,no,cellular,443
34,boogieman,single,tertiary,no,1011,yes,no,unknown,136
52,self-employed,married,secondary,no,9,no,yes,unknown,44
48,boogieman,married,secondary,no,1159,yes,yes,cellular,1181
45,technician,married,primary,no,-322,no,no,unknown,225
54,technician,divorced,secondary,no,1114,yes,no,cellular,81
52,services,married,secondary,no,2072,no,no,cellular,224
47,entrepreneur,married,tertiary,no,459,yes,no,cellular,189
54,unknown,married,secondary,no,1157,no,no,cellular,98
34,boogieman,married,secondary,no,8309,yes,yes,cellular,50
39,technician,single,tertiary,no,1043,no,no,cellular,3000
46,technician,married,secondary,no,2098,no,no,cellular,110
26,unemployed,single,secondary,no,461,no,no,cellular,214
37,technician,single,secondary,no,61,yes,no,unknown,182
47,boogieman,married,secondary,no,1203,yes,no,cellular,239
35,technician,married,secondary,no,1067,no,yes,cellular,179
57,unemployed,married,primary,no,0,no,no,unknown,540
34,management,married,tertiary,no,1657,yes,no,cellular,566
47,technician,married,secondary,no,1219,no,no,cellular,697
27,technician,married,secondary,no,7,yes,no,unknown,98
40,boogieman,married,secondary,no,-839,yes,yes,cellular,1018
39,technician,married,secondary,no,994,no,no,cellular,221
36,entrepreneur,married,tertiary,no,6,no,no,telephone,246
42,technician,single,secondary,no,0,no,no,cellular,656
23,boogieman,single,primary,no,8627,yes,no,unknown,281
34,management,married,tertiary,no,133,yes,no,unknown,65
34,boogieman,married,secondary,no,247,yes,yes,unknown,193
49,services,married,secondary,no,1114,no,no,cellular,283
57,boogieman,married,primary,no,1592,no,yes,unknown,78
59,retired,married,unknown,no,0,no,no,unknown,425
57,admin.,married,tertiary,no,46,no,no,cellular,238
34,boogieman,married,secondary,no,1221,yes,no,cellular,182
61,management,married,secondary,no,985,no,no,cellular,998
35,boogieman,divorced,secondary,no,0,yes,no,unknown,477
42,management,married,tertiary,no,520,no,no,cellular,158
57,services,married,tertiary,no,10,no,no,telephone,320
42,boogieman,married,secondary,no,2157,yes,no,cellular,149
53,retired,married,secondary,no,6095,yes,yes,cellular,410
63,retired,married,tertiary,no,133,yes,no,cellular,104
47,self-employed,married,secondary,no,1121,no,no,unknown,454
54,services,married,secondary,no,88,yes,no,unknown,190
45,admin.,married,secondary,no,0,no,no,cellular,145
28,management,single,tertiary,no,-328,yes,no,telephone,318
58,unemployed,married,secondary,no,610,yes,no,telephone,246
48,management,single,tertiary,no,414,no,no,cellular,761
35,management,divorced,tertiary,no,0,yes,no,telephone,171
37,self-employed,married,tertiary,no,0,no,no,unknown,143
37,boogieman,married,secondary,no,685,yes,no,unknown,968
37,management,married,primary,no,22856,no,no,cellular,154
25,services,single,secondary,no,-352,no,no,cellular,246
58,boogieman,married,secondary,no,602,yes,no,cellular,201
52,management,married,secondary,no,-588,yes,no,cellular,81
19,student,single,secondary,no,302,no,no,cellular,205
59,boogieman,married,secondary,no,5314,yes,no,cellular,200
41,technician,married,secondary,no,64,yes,yes,unknown,210
34,technician,single,tertiary,no,632,no,no,cellular,215
35,technician,single,secondary,no,5731,yes,no,cellular,164
41,technician,married,secondary,no,902,no,no,unknown,35
28,boogieman,single,secondary,no,6307,yes,no,unknown,615
53,management,divorced,secondary,no,112,no,yes,cellular,246
35,services,married,secondary,no,0,no,yes,telephone,42
33,admin.,single,tertiary,no,621,no,no,cellular,217
37,technician,single,secondary,no,435,yes,no,unknown,210
32,technician,married,secondary,no,782,yes,no,unknown,116
32,boogieman,married,secondary,no,478,yes,no,unknown,200
54,services,married,unknown,no,7864,yes,no,unknown,145
44,boogieman,married,secondary,no,1910,yes,no,unknown,41
36,technician,divorced,tertiary,no,1174,yes,no,cellular,192
56,admin.,married,secondary,no,1270,yes,no,cellular,80
30,management,single,tertiary,no,18,no,no,unknown,121
36,boogieman,married,secondary,no,141,yes,no,unknown,106
43,management,married,tertiary,no,2886,no,no,cellular,230
40,technician,married,secondary,no,2715,yes,no,unknown,125
32,technician,single,tertiary,no,1100,yes,yes,cellular,67
34,boogieman,married,secondary,no,516,yes,yes,unknown,26
37,services,married,secondary,no,1,no,no,unknown,395
28,admin.,single,secondary,no,775,no,no,cellular,603
35,unknown,married,primary,no,634,no,no,cellular,185
53,boogieman,single,secondary,no,5715,no,no,cellular,287
60,admin.,married,unknown,no,1088,yes,no,cellular,149
40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,173
57,retired,married,primary,no,75,no,no,cellular,118
29,technician,single,secondary,no,103,no,no,unknown,314
44,boogieman,married,primary,no,134,yes,no,cellular,378
41,admin.,single,secondary,no,748,no,no,telephone,94
47,technician,married,secondary,no,1990,yes,yes,cellular,108
43,technician,married,tertiary,no,192,no,no,cellular,203
37,technician,single,secondary,no,267,no,no,cellular,121
34,technician,single,tertiary,no,586,yes,no,unknown,489
30,boogieman,single,secondary,no,648,yes,yes,unknown,287
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,652
26,admin.,single,secondary,no,96,yes,no,cellular,612
34,management,married,tertiary,no,1116,yes,no,cellular,53
46,technician,divorced,secondary,no,-90,no,yes,telephone,270
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,442
37,technician,single,secondary,no,3665,no,no,cellular,664
28,management,single,tertiary,no,2380,no,no,cellular,394
57,boogieman,married,primary,no,179,no,no,unknown,230
39,management,married,tertiary,no,763,yes,no,cellular,877
49,services,married,secondary,no,320,no,no,telephone,1971
38,technician,married,secondary,no,1960,yes,no,cellular,161
27,boogieman,married,secondary,no,818,yes,no,unknown,188
30,admin.,married,secondary,no,2678,yes,no,cellular,23
38,admin.,married,tertiary,no,1980,no,no,cellular,176
36,management,married,tertiary,no,1582,no,no,telephone,26
38,retired,single,unknown,no,62,no,no,unknown,212
59,housemaid,married,primary,no,235,no,no,cellular,119
37,management,married,tertiary,no,489,yes,no,cellular,205
29,self-employed,married,tertiary,no,3931,yes,no,unknown,73
43,boogieman,married,secondary,no,699,yes,yes,cellular,1258
33,technician,married,secondary,no,58,yes,no,telephone,57
54,housemaid,divorced,secondary,no,1327,no,no,unknown,115
55,services,married,secondary,no,557,no,no,unknown,58
32,technician,single,tertiary,no,741,yes,no,cellular,238
48,management,married,primary,no,3230,yes,no,telephone,207
33,management,single,tertiary,no,1439,yes,no,cellular,178
46,admin.,married,secondary,no,120,yes,no,unknown,20
44,management,married,tertiary,no,1058,no,no,cellular,188
47,boogieman,married,primary,no,881,yes,no,cellular,143
38,technician,married,secondary,no,6728,no,no,cellular,232
80,retired,married,secondary,no,462,no,no,cellular,127
40,self-employed,married,secondary,no,167,yes,yes,cellular,380
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,167
32,technician,single,tertiary,no,1625,no,no,cellular,796
39,management,married,tertiary,no,562,no,no,cellular,303
33,technician,married,secondary,no,9305,yes,no,cellular,407
31,technician,single,secondary,no,35,no,yes,cellular,229
36,management,single,tertiary,no,0,no,no,cellular,108
35,management,single,tertiary,no,2486,yes,no,cellular,265
25,services,single,secondary,no,368,no,no,telephone,168
33,management,single,secondary,no,1558,yes,no,cellular,97
23,boogieman,single,primary,no,8627,yes,no,cellular,169
31,management,single,tertiary,no,2590,no,no,cellular,103
36,management,married,tertiary,no,0,yes,yes,unknown,599
44,technician,single,tertiary,no,900,yes,no,cellular,322
31,management,single,tertiary,no,385,yes,no,unknown,304
55,boogieman,married,primary,no,1649,yes,no,cellular,52
51,housemaid,divorced,secondary,no,9228,no,no,cellular,655
36,admin.,married,secondary,no,0,yes,yes,cellular,101
27,unemployed,single,tertiary,no,1,no,no,cellular,65
40,services,married,secondary,no,771,yes,no,cellular,173
49,services,married,secondary,no,280,yes,no,telephone,162
59,retired,married,primary,no,46,no,no,cellular,78
32,management,married,tertiary,no,2431,yes,no,cellular,646
42,retired,single,tertiary,no,308,no,no,cellular,114
35,management,divorced,tertiary,no,160,yes,no,unknown,141
29,boogieman,single,secondary,no,555,yes,no,cellular,133
29,technician,single,secondary,no,778,yes,no,unknown,1994
37,boogieman,single,secondary,no,48,no,no,cellular,140
49,admin.,married,primary,no,169,yes,no,cellular,82
51,services,divorced,secondary,no,12,yes,no,cellular,150
61,housemaid,married,primary,no,848,no,no,cellular,605
43,management,married,secondary,no,481,yes,no,telephone,164
42,services,married,tertiary,no,12223,yes,no,cellular,36
24,boogieman,married,secondary,no,-254,yes,yes,unknown,290
46,self-employed,married,tertiary,no,1148,no,no,telephone,104
23,admin.,single,secondary,no,5,no,no,unknown,413
